Stock,Weight,Inds,Weight_flies,Sex,Treatment,Set
6A,1.018684,6,1.025898,F,Control,4
6A,1.027678,6,1.034916,F,Control,4
6A,1.010712,5,1.016344,F,Control,4
6B,1.026516,5,1.033386,F,Control,4
6B,1.018678,5,1.026138,F,Control,4
6B,1.031954,5,1.03902,F,Control,4
27A,1.0224,11,1.035264,F,Control,4
27A,1.014472,11,1.028842,F,Control,4
27A,1.014092,10,1.027266,F,Control,4
27B,1.0196,11,1.030316,F,Control,4
27B,1.022022,12,1.035108,F,Control,4
27B,1.01784,12,1.032312,F,Control,4
15A,1.025338,14,1.040138,F,Control,4
15A,1.004256,13,1.01864,F,Control,4
15A,0.998634,13,1.012374,F,Control,4
15B,1.02771,14,1.043398,F,Control,4
15B,1.04034,13,1.05593,F,Control,4
15B,1.010546,13,1.025808,F,Control,4
37A,1.022848,11,1.035968,F,Control,4
37A,1.0104,11,1.02333,F,Control,4
37A,1.023378,10,1.034772,F,Control,4
37B,1.026394,14,1.042594,F,Control,4
37B,1.018822,13,1.033266,F,Control,4
37B,1.02585,13,1.041134,F,Control,4
5B,1.01048,11,1.024612,F,Control,4
5B,1.023434,11,1.037658,F,Control,4
5B,1.01922,10,1.031072,F,Control,4
13A,1.02387,14,1.038454,F,Control,4
13A,1.022698,13,1.035718,F,Control,4
13A,1.022722,13,1.03585,F,Control,4
41A,1.040882,7,1.04927,F,Control,4
41A,1.018628,7,1.027854,F,Control,4
41A,1.031074,6,1.039852,F,Control,4
42A,1.02288,13,1.04128,F,Control,4
42A,1.010584,13,1.029274,F,Control,4
42A,1.012012,12,1.028226,F,Control,4
45A,1.028024,7,1.035732,F,Control,4
45A,1.003914,5,1.009904,F,Control,4
45A,1.02066,7,1.028202,F,Control,4
46A,1.010468,14,1.025028,F,Control,4
46A,1.017814,13,1.031688,F,Control,4
46A,1.01899,13,1.032332,F,Control,4
Ore,1.00414,6,1.012146,F,Control,4
Ore,1.027592,6,1.036262,F,Control,4
Ore,1.018886,5,1.026482,F,Control,4
375,0.998208,13,1.013856,F,Control,4
375,1.023602,13,1.036952,F,Control,4
375,1.02052,13,1.034416,F,Control,4
6A,0.95314,10,0.958958,M,Control,4
6A,0.959544,10,0.965894,M,Control,4
6A,0.978304,9,0.98462,M,Control,4
6B,0.959352,6,0.964262,M,Control,4
6B,0.967514,6,0.972506,M,Control,4
6B,0.952882,6,0.957838,M,Control,4
27A,0.971156,13,0.981152,M,Control,4
27A,0.970866,12,0.979846,M,Control,4
27A,0.953006,12,0.96208,M,Control,4
27B,0.95954,12,0.969068,M,Control,4
27B,0.96661,12,0.97515,M,Control,4
27B,0.965948,12,0.974978,M,Control,4
15A,0.971326,12,0.97997,M,Control,4
15A,0.974694,12,0.983796,M,Control,4
15A,0.95276,11,0.960286,M,Control,4
15B,0.96322,13,0.972832,M,Control,4
15B,0.963844,13,0.972958,M,Control,4
15B,0.970462,12,0.979188,M,Control,4
37A,0.97127,8,0.977466,M,Control,4
37A,0.98618,8,0.99246,M,Control,4
37A,0.972098,8,0.97851,M,Control,4
37B,0.950612,14,0.962226,M,Control,4
37B,0.97506,14,0.984834,M,Control,4
37B,0.959068,13,0.969238,M,Control,4
5B,0.950944,12,0.960682,M,Control,4
5B,0.95096,12,0.96026,M,Control,4
5B,0.968792,11,0.977678,M,Control,4
13A,0.98652,13,0.995796,M,Control,4
13A,0.985562,13,0.994212,M,Control,4
13A,0.965196,12,0.973618,M,Control,4
41A,0.959196,6,0.963536,M,Control,4
41A,0.947876,6,0.952216,M,Control,4
41A,0.978462,5,0.982074,M,Control,4
42A,0.95074,13,0.961696,M,Control,4
42A,0.96402,13,0.974188,M,Control,4
42A,0.979028,13,0.990694,M,Control,4
45A,0.97877,12,0.987056,M,Control,4
45A,0.947226,12,0.954994,M,Control,4
45A,0.948772,11,0.956006,M,Control,4
46A,0.95276,14,0.962328,M,Control,4
46A,0.974744,13,0.983238,M,Control,4
46A,0.956532,13,0.965058,M,Control,4
Ore,0.953354,9,0.960824,M,Control,4
Ore,0.948016,9,0.956662,M,Control,4
Ore,0.963696,10,0.971994,M,Control,4
375,0.98587,12,0.994234,M,Control,4
375,0.963582,11,0.971236,M,Control,4
375,0.974546,11,0.9817,M,Control,4
6A,1.014926,11,1.02749,F,Rotenone,4
6A,1.018916,10,1.030648,F,Rotenone,4
6A,1.02325,10,1.035994,F,Rotenone,4
6B,1.023578,13,1.041188,F,Rotenone,4
6B,1.02446,13,1.034564,F,Rotenone,4
6B,1.02452,13,1.041256,F,Rotenone,4
27A,1.018846,14,1.038292,F,Rotenone,4
27A,1.02527,14,1.044116,F,Rotenone,4
27A,1.019696,13,1.03577,F,Rotenone,4
27B,1.014934,12,1.029552,F,Rotenone,4
27B,1.02698,12,1.04172,F,Rotenone,4
27B,1.030404,12,1.045762,F,Rotenone,4
15A,1.017386,13,1.031008,F,Rotenone,4
15A,1.03092,12,1.043016,F,Rotenone,4
15A,1.039766,11,1.05139,F,Rotenone,4
15B,1.0132,13,1.027166,F,Rotenone,4
15B,1.02974,13,1.043622,F,Rotenone,4
15B,1.017172,13,1.03122,F,Rotenone,4
37A,1.027952,15,1.044392,F,Rotenone,4
37A,1.026794,15,1.043754,F,Rotenone,4
37A,1.02477,15,1.0415,F,Rotenone,4
37B,1.017816,15,1.034468,F,Rotenone,4
37B,1.04031,14,1.056646,F,Rotenone,4
37B,1.021002,14,1.037008,F,Rotenone,4
5B,1.02235,7,1.030536,F,Rotenone,4
5B,1.018078,6,1.025702,F,Rotenone,4
5B,1.028106,6,1.035266,F,Rotenone,4
13A,1.014722,12,1.028,F,Rotenone,4
13A,1.011756,12,1.024946,F,Rotenone,4
13A,1.024134,12,1.03736,F,Rotenone,4
41A,1.018868,14,1.03655,F,Rotenone,4
41A,1.025292,13,1.045178,F,Rotenone,4
41A,1.01755,13,1.033874,F,Rotenone,4
42A,1.022942,15,1.04475,F,Rotenone,4
42A,1.030508,15,1.052508,F,Rotenone,4
42A,1.020938,15,1.041784,F,Rotenone,4
45A,1.02509,14,1.039852,F,Rotenone,4
45A,1.020826,14,1.035556,F,Rotenone,4
45A,1.021468,13,1.035972,F,Rotenone,4
46A,1.014852,14,1.030084,F,Rotenone,4
46A,1.039588,14,1.054634,F,Rotenone,4
46A,1.039674,13,1.053416,F,Rotenone,4
Ore,1.013246,9,1.024934,F,Rotenone,4
Ore,1.023764,8,1.034362,F,Rotenone,4
Ore,1.015456,8,1.025802,F,Rotenone,4
375,1.013478,13,1.026554,F,Rotenone,4
375,1.011828,13,1.0246,F,Rotenone,4
375,1.02478,13,1.038532,F,Rotenone,4
6A,1.011626,14,1.021538,M,Rotenone,4
6A,1.006618,13,1.015808,M,Rotenone,4
6A,1.006054,13,1.015338,M,Rotenone,4
6B,1.00209,13,1.011746,M,Rotenone,4
6B,0.998792,13,1.009418,M,Rotenone,4
6B,0.998502,13,1.008646,M,Rotenone,4
27A,0.996112,14,1.005756,M,Rotenone,4
27A,0.997745,14,1.009272,M,Rotenone,4
27A,0.999754,13,1.010208,M,Rotenone,4
27B,1.006164,13,1.015554,M,Rotenone,4
27B,1.008242,13,1.019192,M,Rotenone,4
27B,0.997962,12,1.007526,M,Rotenone,4
15A,0.995866,14,1.004852,M,Rotenone,4
15A,1.007092,13,1.015786,M,Rotenone,4
15A,1.008036,13,1.016904,M,Rotenone,4
15B,1.005302,15,1.014768,M,Rotenone,4
15B,0.996062,14,1.0055,M,Rotenone,4
15B,1.000792,14,1.01062,M,Rotenone,4
37A,1.002826,14,1.013354,M,Rotenone,4
37A,0.997702,13,1.007672,M,Rotenone,4
37A,1.005084,14,1.016094,M,Rotenone,4
37B,1.000812,14,1.011684,M,Rotenone,4
37B,1.001104,14,1.011272,M,Rotenone,4
37B,1.005616,13,1.01554,M,Rotenone,4
5B,1.004748,5,1.008576,M,Rotenone,4
5B,1.00444,5,1.00806,M,Rotenone,4
5B,1.000046,4,1.003292,M,Rotenone,4
13A,1.009746,14,1.018864,M,Rotenone,4
13A,1.005104,13,1.013664,M,Rotenone,4
13A,0.995904,13,1.004208,M,Rotenone,4
41A,1.00511,13,1.015776,M,Rotenone,4
41A,0.998468,13,1.008916,M,Rotenone,4
41A,0.996174,12,1.006154,M,Rotenone,4
42A,0.998526,13,1.009066,M,Rotenone,4
42A,1.002742,13,1.01373,M,Rotenone,4
42A,1.008032,13,1.01932,M,Rotenone,4
45A,1.011482,14,1.0218,M,Rotenone,4
45A,1.010892,12,1.01838,M,Rotenone,4
45A,0.99772,13,1.005996,M,Rotenone,4
46A,1.006288,13,1.01543,M,Rotenone,4
46A,0.995854,13,1.005052,M,Rotenone,4
46A,0.99781,13,1.006956,M,Rotenone,4
Ore,1.002824,13,1.013622,M,Rotenone,4
Ore,0.995674,12,1.005546,M,Rotenone,4
Ore,1.00509,12,1.014956,M,Rotenone,4
375,1.002214,12,1.010152,M,Rotenone,4
375,1.004726,11,1.012404,M,Rotenone,4
375,0.99959,11,1.007036,M,Rotenone,4